Path,Average,std,std_error
./Path A,1.2082932155673043,0.8989211421423995,0.2010048780242156
./Path B,1.1384079762853272,0.6410318461182318,0.1433390783662551
./Path C,1.5868189976515765,1.1238107264739816,0.2512917178239245
./Path D,1.6296826337268442,1.5751648462126884,0.35221756718995734
./Path E,3.2949024182240576,1.347203491702032,0.3012438586970817
./Path F,1.5915472702903,1.2599569620594795,0.28173494158891194
./Path G,1.2166428208835416,1.1070186871293386,0.24753690367837725
./Path H,1.4161799293806383,0.958391542088816,0.21430286371714433
./Path I,0.885430223687561,0.7830778959261259,0.1751015406968323
