3.660000000000000142e+00,3.870000000000000107e+00,3.879999999999999893e+00,4.070000000000000284e+00,4.269999999999999574e+00,3.830000000000000071e+00,4.030000000000000249e+00,4.219999999999999751e+00,4.419999999999999929e+00,4.620000000000000107e+00,2.259999999999999787e+00,2.310000000000000053e+00,2.049999999999999822e+00,2.049999999999999822e+00,2.040000000000000036e+00,2.040000000000000036e+00,2.029999999999999805e+00,2.029999999999999805e+00,2.020000000000000018e+00,2.020000000000000018e+00,2.009999999999999787e+00,2.009999999999999787e+00,1.400000000000000133e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01
3.830000000000000071e+00,4.389999999999999680e+00,3.049999999999999822e+00,3.250000000000000000e+00,2.160000000000000142e+00,2.140000000000000124e+00,2.129999999999999893e+00,2.120000000000000107e+00,2.109999999999999876e+00,2.089999999999999858e+00,2.080000000000000071e+00,2.069999999999999840e+00,2.060000000000000053e+00,2.060000000000000053e+00,2.049999999999999822e+00,3.299999999999999822e+00,3.459999999999999964e+00,3.629999999999999893e+00,2.100000000000000089e+00,2.029999999999999805e+00,1.959999999999999964e+00,1.899999999999999911e+00,1.850000000000000089e+00,1.810000000000000053e+00,1.770000000000000018e+00,1.729999999999999982e+00,1.699999999999999956e+00,1.689999999999999947e+00,1.669999999999999929e+00,2.109999999999999876e+00,2.109999999999999876e+00,2.109999999999999876e+00,2.109999999999999876e+00,2.109999999999999876e+00,2.109999999999999876e+00,2.109999999999999876e+00,2.109999999999999876e+00,2.109999999999999876e+00,2.109999999999999876e+00,2.109999999999999876e+00,2.109999999999999876e+00,2.109999999999999876e+00
2.020000000000000018e+00,2.129999999999999893e+00,2.419999999999999929e+00,2.270000000000000018e+00,2.100000000000000089e+00,2.029999999999999805e+00,1.870000000000000107e+00,1.760000000000000009e+00,1.669999999999999929e+00,1.600000000000000089e+00,1.449999999999999956e+00,1.429999999999999938e+00,1.429999999999999938e+00,1.469999999999999973e+00,1.540000000000000036e+00,1.300000000000000044e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.600000000000000033e-01,1.600000000000000033e-01,1.600000000000000033e-01,1.600000000000000033e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.199999999999999956e-01,1.199999999999999956e-01,1.199999999999999956e-01
2.209999999999999964e+00,2.089999999999999858e+00,1.979999999999999982e+00,1.959999999999999964e+00,1.889999999999999902e+00,3.729999999999999982e+00,3.729999999999999982e+00,3.729999999999999982e+00,3.729999999999999982e+00,3.729999999999999982e+00,3.729999999999999982e+00,3.729999999999999982e+00,1.689999999999999947e+00,1.649999999999999911e+00,1.610000000000000098e+00,1.590000000000000080e+00,1.580000000000000071e+00,1.590000000000000080e+00,1.610000000000000098e+00,2.640000000000000124e+00,2.629999999999999893e+00,2.629999999999999893e+00,2.620000000000000107e+00,2.609999999999999876e+00,2.600000000000000089e+00,2.600000000000000089e+00,2.589999999999999858e+00,2.589999999999999858e+00,2.589999999999999858e+00,2.580000000000000071e+00,2.580000000000000071e+00,2.580000000000000071e+00,2.580000000000000071e+00,2.580000000000000071e+00,2.589999999999999858e+00,2.589999999999999858e+00,2.589999999999999858e+00,2.589999999999999858e+00,2.589999999999999858e+00,2.589999999999999858e+00,2.589999999999999858e+00,2.589999999999999858e+00
1.790000000000000036e+00,3.410000000000000142e+00,3.299999999999999822e+00,3.339999999999999858e+00,2.120000000000000107e+00,2.109999999999999876e+00,2.089999999999999858e+00,2.080000000000000071e+00,2.060000000000000053e+00,2.049999999999999822e+00,2.029999999999999805e+00,2.020000000000000018e+00,2.000000000000000000e+00,1.979999999999999982e+00,2.220000000000000195e+00,2.140000000000000124e+00,2.060000000000000053e+00,1.989999999999999991e+00,1.909999999999999920e+00,1.830000000000000071e+00,1.760000000000000009e+00,1.699999999999999956e+00,1.649999999999999911e+00,1.600000000000000089e+00,1.560000000000000053e+00,1.530000000000000027e+00,1.510000000000000009e+00,1.489999999999999991e+00,1.479999999999999982e+00,1.469999999999999973e+00,1.479999999999999982e+00,1.489999999999999991e+00,1.510000000000000009e+00,1.540000000000000036e+00,1.580000000000000071e+00,1.629999999999999893e+00,1.679999999999999938e+00,1.750000000000000000e+00,1.810000000000000053e+00,1.879999999999999893e+00,1.959999999999999964e+00,2.020000000000000018e+00
3.410000000000000142e+00,2.609999999999999876e+00,1.830000000000000071e+00,1.100000000000000006e-01,1.100000000000000006e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.199999999999999956e-01,1.199999999999999956e-01,1.199999999999999956e-01,1.199999999999999956e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,8.999999999999999667e-02,8.999999999999999667e-02,8.999999999999999667e-02,8.999999999999999667e-02,8.999999999999999667e-02,8.999999999999999667e-02,8.999999999999999667e-02,8.999999999999999667e-02,8.999999999999999667e-02,8.999999999999999667e-02,8.999999999999999667e-02,8.999999999999999667e-02
1.989999999999999991e+00,1.860000000000000098e+00,1.610000000000000098e+00,1.550000000000000044e+00,1.870000000000000107e+00,1.239999999999999991e+00,1.469999999999999973e+00,1.360000000000000098e+00,1.260000000000000009e+00,1.169999999999999929e+00,1.100000000000000089e+00,1.570000000000000062e+00,2.509999999999999787e+00,2.620000000000000107e+00,2.750000000000000000e+00,2.870000000000000107e+00,3.000000000000000000e+00,3.129999999999999893e+00,3.259999999999999787e+00,3.399999999999999911e+00,3.540000000000000036e+00,2.120000000000000107e+00,2.129999999999999893e+00,2.129999999999999893e+00,2.140000000000000124e+00,2.149999999999999911e+00,2.160000000000000142e+00,2.169999999999999929e+00,2.169999999999999929e+00,2.180000000000000160e+00,2.180000000000000160e+00,2.189999999999999947e+00,2.189999999999999947e+00,2.200000000000000178e+00,2.200000000000000178e+00,2.200000000000000178e+00,2.209999999999999964e+00,2.209999999999999964e+00,2.209999999999999964e+00,2.220000000000000195e+00,2.220000000000000195e+00,2.220000000000000195e+00
2.359999999999999876e+00,2.080000000000000071e+00,2.169999999999999929e+00,2.220000000000000195e+00,2.279999999999999805e+00,2.330000000000000071e+00,1.889999999999999902e+00,1.750000000000000000e+00,1.639999999999999902e+00,1.530000000000000027e+00,1.459999999999999964e+00,1.409999999999999920e+00,1.389999999999999902e+00,1.399999999999999911e+00,1.439999999999999947e+00,1.510000000000000009e+00,1.600000000000000089e+00,1.709999999999999964e+00,1.850000000000000089e+00,2.000000000000000000e+00,2.169999999999999929e+00,2.330000000000000071e+00,2.500000000000000000e+00,2.669999999999999929e+00,2.850000000000000089e+00,3.029999999999999805e+00,3.209999999999999964e+00,3.399999999999999911e+00,3.589999999999999858e+00,3.790000000000000036e+00,3.979999999999999982e+00,4.179999999999999716e+00,4.379999999999999893e+00,4.580000000000000071e+00,4.780000000000000249e+00,4.980000000000000426e+00,5.179999999999999716e+00,5.379999999999999893e+00,5.580000000000000071e+00,5.780000000000000249e+00,5.990000000000000213e+00,6.190000000000000391e+00
2.299999999999999822e+00,1.840000000000000080e+00,1.989999999999999991e+00,2.029999999999999805e+00,2.899999999999999911e+00,2.899999999999999911e+00,2.950000000000000178e+00,2.129999999999999893e+00,2.209999999999999964e+00,2.310000000000000053e+00,2.419999999999999929e+00,2.529999999999999805e+00,2.649999999999999911e+00,2.770000000000000018e+00,2.890000000000000124e+00,3.020000000000000018e+00,3.149999999999999911e+00,3.279999999999999805e+00,3.419999999999999929e+00,3.560000000000000053e+00,3.709999999999999964e+00,8.000000000000000167e-02,8.000000000000000167e-02,8.000000000000000167e-02,8.000000000000000167e-02,8.999999999999999667e-02,8.999999999999999667e-02,1.000000000000000056e-01,1.100000000000000006e-01,1.100000000000000006e-01,1.199999999999999956e-01,1.300000000000000044e-01,1.300000000000000044e-01,1.400000000000000133e-01,1.400000000000000133e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.499999999999999944e-01,1.600000000000000033e-01
2.339999999999999858e+00,2.879999999999999893e+00,3.160000000000000142e+00,2.100000000000000089e+00,2.169999999999999929e+00,2.259999999999999787e+00,2.359999999999999876e+00,2.450000000000000178e+00,2.560000000000000053e+00,2.669999999999999929e+00,2.779999999999999805e+00,2.899999999999999911e+00,3.020000000000000018e+00,3.140000000000000124e+00,3.259999999999999787e+00,3.390000000000000124e+00,3.520000000000000018e+00,3.649999999999999911e+00,6.370000000000000107e+00,6.559999999999999609e+00,6.389999999999999680e+00,6.250000000000000000e+00,6.450000000000000178e+00,6.650000000000000355e+00,6.860000000000000320e+00,7.059999999999999609e+00,7.259999999999999787e+00,7.469999999999999751e+00,7.669999999999999929e+00,7.870000000000000107e+00,8.080000000000000071e+00,8.279999999999999361e+00,8.490000000000000213e+00,8.689999999999999503e+00,8.900000000000000355e+00,9.099999999999999645e+00,6.469999999999999751e+00,6.629999999999999893e+00,6.790000000000000036e+00,6.950000000000000178e+00,5.089999999999999858e+00,5.259999999999999787e+00
